ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,AGE,YEARS_EMPLOYED,ASSET_SCORE,DIGITAL_SCORE,EXP_BRACKET,AGE_BIN,INC_BIN
5009270,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009271,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009272,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009274,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009275,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009276,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009277,M,0,0,0,180000,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14781,-2443,1,0,1,0,Laborers,2,40,6.7,0,0,5-10yr,"[38, 43)",150-200K
5009278,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009279,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009280,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009281,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009284,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009285,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009286,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009287,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009289,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009290,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009291,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009292,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009293,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009294,F,0,0,0,130500,Working,Secondary / secondary special,Civil marriage,House / apartment,-15140,-4816,1,0,1,0,Cleaning staff,2,41,13.2,0,0,10-20yr,"[38, 43)",100-150K
5009295,F,0,0,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2,57,0.0,0,0,Unemployed,"[53, 58)",100-150K
5009296,F,0,0,0,144000,Pensioner,Secondary / secondary special,Married,House / apartment,-21041,365243,1,0,1,0,,2,57,0.0,0,0,Unemployed,"[53, 58)",100-150K
5009297,F,0,0,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1,44,5.1,0,0,5-10yr,"[43, 48)",150-200K
5009299,F,0,0,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1,44,5.1,0,0,5-10yr,"[43, 48)",150-200K
5009300,F,0,0,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1,44,5.1,0,0,5-10yr,"[43, 48)",150-200K
5009301,F,0,0,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1,44,5.1,0,0,5-10yr,"[43, 48)",150-200K
6153561,F,0,0,0,193500,Working,Secondary / secondary special,Single / not married,Municipal apartment,-16099,-1866,1,0,1,0,Laborers,1,44,5.1,0,0,5-10yr,"[43, 48)",150-200K
5009302,F,0,0,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1,60,0.0,0,0,Unemployed,"[58, 63)",100-150K
5009303,F,0,0,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1,60,0.0,0,0,Unemployed,"[58, 63)",100-150K
5009304,F,0,0,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1,60,0.0,0,0,Unemployed,"[58, 63)",100-150K
5009305,F,0,0,0,112500,Pensioner,Secondary / secondary special,Widow,House / apartment,-22061,365243,1,0,0,0,,1,60,0.0,0,0,Unemployed,"[58, 63)",100-150K
5009306,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009307,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009308,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009309,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009310,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009311,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009312,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009313,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009314,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009315,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009316,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009317,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009318,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009319,F,1,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2,55,0.0,1,1,Unemployed,"[53, 58)",100-150K
5009325,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009327,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009328,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009329,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009330,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009331,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009332,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009333,M,1,0,0,267750,Working,Higher education,Married,House / apartment,-20991,-4727,1,0,1,0,Laborers,2,57,12.9,1,0,10-20yr,"[53, 58)",250-300K
5009335,F,0,0,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1,44,19.4,0,0,10-20yr,"[43, 48)",100-150K
5009336,F,0,0,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1,44,19.4,0,0,10-20yr,"[43, 48)",100-150K
5009337,F,0,0,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1,44,19.4,0,0,10-20yr,"[43, 48)",100-150K
6153581,F,0,0,0,139500,Working,Higher education,Separated,House / apartment,-16203,-7100,1,0,0,0,Managers,1,44,19.4,0,0,10-20yr,"[43, 48)",100-150K
5009338,M,0,0,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2,51,14.5,0,1,10-20yr,"[48, 53)",50-100K
5009339,M,0,0,0,67500,Working,Secondary / secondary special,Married,House / apartment,-18674,-5304,1,1,1,0,Security staff,2,51,14.5,0,1,10-20yr,"[48, 53)",50-100K
5009340,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009341,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009342,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009343,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009344,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009345,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009346,M,1,0,0,252000,Working,Secondary / secondary special,Married,House / apartment,-10750,-2443,1,0,0,0,High skill tech staff,2,29,6.7,1,0,5-10yr,"[28, 33)",250-300K
5009349,M,0,0,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2,57,0.4,0,0,<2yr,"[53, 58)",150-200K
5009354,M,0,0,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2,57,0.4,0,0,<2yr,"[53, 58)",150-200K
6153582,M,0,0,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2,57,0.4,0,0,<2yr,"[53, 58)",150-200K
6153584,M,0,0,0,180000,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2,57,0.4,0,0,<2yr,"[53, 58)",150-200K
5009355,F,0,0,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2,53,14.4,0,1,10-20yr,"[53, 58)",100-150K
5009358,F,0,0,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-19692,-5273,1,1,1,0,Laborers,2,53,14.4,0,1,10-20yr,"[53, 58)",100-150K
5009359,F,1,0,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1,52,20.3,1,0,20+yr,"[48, 53)",750K-1M
5009360,F,1,0,0,900000,Working,Higher education,Single / not married,House / apartment,-19063,-7404,1,0,0,0,Managers,1,52,20.3,1,0,20+yr,"[48, 53)",750K-1M
5009361,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009362,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009363,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009364,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009365,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009366,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009367,M,1,0,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-14867,-586,1,1,0,0,Drivers,2,40,1.6,1,1,<2yr,"[38, 43)",150-200K
5009368,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009369,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009370,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009371,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009372,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009373,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
6153586,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
6153587,M,1,0,0,115290,Pensioner,Secondary / secondary special,Married,House / apartment,-23187,365243,1,0,1,1,,2,63,0.0,1,1,Unemployed,"[63, 68)",100-150K
5009378,F,0,0,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4,30,4.8,0,2,2-5yr,"[28, 33)",200-250K
6153588,F,0,0,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4,30,4.8,0,2,2-5yr,"[28, 33)",200-250K
6153589,F,0,0,2,225000,Working,Higher education,Married,House / apartment,-11281,-1744,1,1,0,1,Core staff,4,30,4.8,0,2,2-5yr,"[28, 33)",200-250K
5009379,M,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,25,3.3,1,1,2-5yr,"[23, 28)",100-150K
5009380,M,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,25,3.3,1,1,2-5yr,"[23, 28)",100-150K
5009381,M,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,25,3.3,1,1,2-5yr,"[23, 28)",100-150K
5009382,M,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,25,3.3,1,1,2-5yr,"[23, 28)",100-150K
6153590,M,1,0,1,135000,Working,Secondary / secondary special,Married,House / apartment,-9430,-1195,1,1,0,0,Sales staff,3,25,3.3,1,1,2-5yr,"[23, 28)",100-150K
5009383,F,0,0,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2,40,15.3,0,0,10-20yr,"[38, 43)",400-500K
5009384,F,0,0,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2,40,15.3,0,0,10-20yr,"[38, 43)",400-500K
5009386,F,0,0,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2,40,15.3,0,0,10-20yr,"[38, 43)",400-500K
5009387,F,0,0,0,450000,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2,40,15.3,0,0,10-20yr,"[38, 43)",400-500K
5009389,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009391,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009392,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009393,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009394,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009395,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
6153591,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
6153592,M,0,0,0,279000,State servant,Higher education,Single / not married,House / apartment,-11042,-3174,1,0,0,0,Core staff,1,30,8.7,0,0,5-10yr,"[28, 33)",250-300K
5009396,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009397,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009398,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009399,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009400,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009401,F,0,0,1,76500,Working,Higher education,Civil marriage,House / apartment,-12506,-495,1,1,0,0,Accountants,3,34,1.4,0,1,<2yr,"[33, 38)",50-100K
5009402,M,0,0,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2,56,0.7,0,1,<2yr,"[53, 58)",200-250K
5009403,M,0,0,0,202500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20604,-252,1,1,1,0,Security staff,2,56,0.7,0,1,<2yr,"[53, 58)",200-250K
5009404,F,0,0,2,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,4,28,1.2,0,0,<2yr,"[28, 33)",50-100K
6153594,F,0,0,2,67500,Commercial associate,Higher education,Married,House / apartment,-10331,-433,1,0,1,0,Core staff,4,28,1.2,0,0,<2yr,"[28, 33)",50-100K
5009405,M,0,0,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,38,6.3,0,1,5-10yr,"[38, 43)",200-250K
5009406,M,0,0,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,38,6.3,0,1,5-10yr,"[38, 43)",200-250K
5009408,M,0,0,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,38,6.3,0,1,5-10yr,"[38, 43)",200-250K
5009410,M,0,0,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,38,6.3,0,1,5-10yr,"[38, 43)",200-250K
5112901,M,0,0,0,234000,Working,Incomplete higher,Married,House / apartment,-13923,-2290,1,1,1,0,Drivers,2,38,6.3,0,1,5-10yr,"[38, 43)",200-250K
5009415,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009416,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009417,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009418,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009419,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009420,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009421,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
6153606,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
6153607,F,0,0,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-19304,-464,1,1,1,0,Core staff,1,52,1.3,0,1,<2yr,"[48, 53)",50-100K
5009423,F,0,0,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-19569,-1013,1,0,0,0,Security staff,2,53,2.8,0,0,2-5yr,"[53, 58)",50-100K
5009424,M,0,0,0,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,1,1,0,0,Cooking staff,1,22,3.6,0,1,2-5yr,"[18, 23)",100-150K
5009425,M,0,0,0,108000,Working,Secondary / secondary special,Single / not married,Co-op apartment,-8182,-1317,1,1,0,0,Cooking staff,1,22,3.6,0,1,2-5yr,"[18, 23)",100-150K
5009426,M,0,0,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,1,0,0,0,,2,54,0.0,0,0,Unemployed,"[53, 58)",50-100K
5009427,M,0,0,0,99000,Pensioner,Secondary / secondary special,Married,House / apartment,-19944,365243,1,0,0,0,,2,54,0.0,0,0,Unemployed,"[53, 58)",50-100K
5009428,M,0,0,0,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,1,0,0,Laborers,1,23,3.2,0,1,2-5yr,"[23, 28)",150-200K
5009429,M,0,0,0,198000,Working,Secondary / secondary special,Single / not married,With parents,-8657,-1164,1,1,0,0,Laborers,1,23,3.2,0,1,2-5yr,"[23, 28)",150-200K
5009431,M,1,0,0,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,1,1,1,0,Drivers,2,40,3.3,1,1,2-5yr,"[38, 43)",300-400K
6153608,M,1,0,0,360000,State servant,Higher education,Married,Municipal apartment,-14835,-1195,1,1,1,0,Drivers,2,40,3.3,1,1,2-5yr,"[38, 43)",300-400K
5009435,F,0,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,1,0,1,0,,2,54,0.0,0,0,Unemployed,"[53, 58)",100-150K
5090746,F,0,0,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-19940,365243,1,0,1,0,,2,54,0.0,0,0,Unemployed,"[53, 58)",100-150K
5009436,F,0,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,64,0.0,0,0,Unemployed,"[63, 68)",50-100K
5009437,F,0,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,64,0.0,0,0,Unemployed,"[63, 68)",50-100K
5009438,F,0,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,64,0.0,0,0,Unemployed,"[63, 68)",50-100K
5009439,F,0,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,64,0.0,0,0,Unemployed,"[63, 68)",50-100K
5009440,F,0,0,0,76500,Pensioner,Secondary / secondary special,Married,House / apartment,-23480,365243,1,0,0,0,,2,64,0.0,0,0,Unemployed,"[63, 68)",50-100K
5009441,F,0,0,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2,25,4.6,0,0,2-5yr,"[23, 28)",50-100K
5009442,F,0,0,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2,25,4.6,0,0,2-5yr,"[23, 28)",50-100K
5009443,F,0,0,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2,25,4.6,0,0,2-5yr,"[23, 28)",50-100K
5009444,F,0,0,0,90000,State servant,Secondary / secondary special,Married,House / apartment,-9489,-1682,1,0,1,0,,2,25,4.6,0,0,2-5yr,"[23, 28)",50-100K
